trade_id,timestamp,symbol,side,delta_qty,price,fee,before_qty,after_qty,realized_pnl
1,2023-08-01,SPY,SELL,-0.13417604298717123,444.6449890136719,0.0126030212469216,-35.50552922199367,-35.63970526498084,0.0
2,2023-08-01,QQQ,SELL,-0.13511006403501113,378.0328674316406,0.010890759305380623,-41.78456284201143,-41.91967290604644,0.0
3,2023-08-02,SPY,SELL,-0.7295443596214781,438.4595947265625,0.06762286664904398,-35.63970526498084,-36.36924962460232,0.0
4,2023-08-02,QQQ,SELL,-1.2094272608405916,369.73724365234375,0.09548119666844387,-41.91967290604644,-43.129100166887035,0.0
5,2023-08-03,SPY,SELL,-0.13298231807370797,437.20306396484375,0.012292966973363049,-36.36924962460232,-36.502231942676026,0.0
6,2023-08-03,QQQ,SELL,-0.1029608496883796,369.1446838378906,0.008116294309621392,-43.129100166887035,-43.232061016575415,0.0
7,2023-08-04,SPY,SELL,-0.22489686400082576,435.2257080078125,0.02070066369270335,-36.502231942676026,-36.72712880667685,0.0
8,2023-08-04,QQQ,SELL,-0.27330912454959844,367.4164123535156,0.02145019722384672,-43.232061016575415,-43.50537014112501,0.0
9,2023-08-07,SPY,BUY,0.4273744260019896,439.0245361328125,0.03966244395612004,-36.72712880667685,-36.29975438067486,-17.62255533439123
10,2023-08-07,QQQ,BUY,0.4951071153716242,370.52728271484375,0.03916567439914463,-43.50537014112501,-43.01026302575339,-30.599572222864982
11,2023-08-08,SPY,SELL,-0.2404969316671668,437.1154479980469,0.02222746946390569,-36.29975438067486,-36.54025131234203,0.0
12,2023-08-08,QQQ,SELL,-0.4663467525248777,367.376953125,0.03659674357108998,-43.01026302575339,-43.47660977827827,0.0
13,2023-08-09,SPY,SELL,-0.35972092504645303,434.19317626953125,0.03303627882853895,-36.54025131234203,-36.89997223738848,0.0
14,2023-08-09,QQQ,SELL,-0.6192987937715557,363.3377990722656,0.048099426108270976,-43.47660977827827,-44.09590857204982,0.0
15,2023-08-10,SPY,BUY,0.027522973867476708,434.34906005859375,0.002528530435208533,-36.89997223738848,-36.872449263521005,-0.9893905261718814
16,2023-08-10,QQQ,BUY,0.09836720704897317,364.00927734375,0.007653151225688817,-44.09590857204982,-43.99754136500085,-5.301855520162701
17,2023-08-11,SPY,SELL,-0.0664428323843822,434.0957336425781,0.006100724175759759,-36.872449263521005,-36.93889209590539,0.0
18,2023-08-11,QQQ,SELL,-0.33622673324614283,361.6885070800781,0.02600300270387253,-43.99754136500085,-44.33376809824699,0.0
19,2023-08-14,SPY,BUY,0.3104357952931309,436.49200439453125,0.02865272748112748,-36.93889209590539,-36.62845630061226,-11.804801017048453
20,2023-08-14,QQQ,BUY,0.6204866649458438,365.74749755859375,0.04849072231921322,-44.33376809824699,-43.71328143330115,-34.279196829106645
21,2023-08-15,SPY,SELL,-0.576050902243125,431.4073486328125,0.05258277299406483,-36.62845630061226,-37.20450720285538,0.0
22,2023-08-15,QQQ,SELL,-0.6409137408186822,361.8663024902344,0.049589585825141606,-43.71328143330115,-44.35419517411983,0.0
23,2023-08-16,SPY,SELL,-0.39257206904862585,428.2416076660156,0.03558599914007466,-37.20450720285538,-37.59707927190401,0.0
24,2023-08-16,QQQ,SELL,-0.6152889167363398,358.0345153808594,0.04713537840826357,-44.35419517411983,-44.96948409085617,0.0
25,2023-08-17,SPY,SELL,-43.85006446776468,424.9784851074219,3.9463171162135082,-37.59707927190401,-81.44714373966869,0.0
26,2023-08-17,QQQ,SELL,-52.76982308279942,354.1236877441406,4.001257985751359,-44.96948409085617,-97.73930717365559,0.0
27,2023-08-18,SPY,BUY,0.022572258926530253,425.1830139160156,0.0020323295108876155,-81.44714373966869,-81.42457148074216,-0.27237459210052034
28,2023-08-18,QQQ,SELL,-0.14695546660449565,353.6792907714844,0.011129798373756595,-97.73930717365559,-97.88626264026009,0.0
29,2023-08-21,SPY,BUY,1.2125197293841126,427.94940185546875,0.10984201723249774,-81.42457148074216,-80.21205175135805,-17.98551465956151
30,2023-08-21,QQQ,BUY,2.369302104733535,359.37762451171875,0.18214134295361833,-97.88626264026009,-95.51696053552655,-58.42611821576642
31,2023-08-22,SPY,SELL,-0.34240012141523835,426.79022216796875,0.030938605384906007,-80.21205175135805,-80.55445187277329,0.0
32,2023-08-22,QQQ,SELL,-0.2848854349562231,358.86407470703125,0.02187145677739614,-95.51696053552655,-95.80184597048277,0.0
33,2023-08-23,SPY,BUY,43.75159242265137,431.5436706542969,3.9949025203215958,-80.55445187277329,-36.802859450121915,-803.6869886780678
34,2023-08-23,QQQ,BUY,52.23436696128004,364.5228576660156,4.0692959774266235,-95.80184597048277,-43.567479009202735,-1553.087680286464
35,2023-08-24,SPY,SELL,-43.654729677023084,425.5628967285156,3.9338402918359634,-36.802859450121915,-80.457589127145,0.0
36,2023-08-24,QQQ,SELL,-52.410424864252825,356.73095703125,4.00133632836913,-43.567479009202735,-95.97790387345556,0.0
37,2023-08-25,SPY,BUY,1.0136169984047996,428.5630187988281,0.09194783714045757,-80.457589127145,-79.4439721287402,-8.784899760986294
38,2023-08-25,QQQ,BUY,1.2711333901561659,359.49609375,0.0977491646300481,-95.97790387345556,-94.7067704832994,-16.175096819838995
39,2023-08-28,SPY,BUY,42.795407659734785,431.28070068359375,3.905343718604765,-79.4439721287402,-36.648564469005414,-487.20708805257243
40,2023-08-28,QQQ,BUY,51.070532566742905,362.2020568847656,3.954923051208652,-94.7067704832994,-43.63623791655649,-788.0644691261887
41,2023-08-29,SPY,BUY,0.7547960982539692,437.5147705078125,0.06982086883282537,-36.648564469005414,-35.893768370751445,-13.298476607567695
42,2023-08-29,QQQ,BUY,1.2057854573364892,370.1125183105469,0.09528418571809096,-43.63623791655649,-42.43045245922,-28.144678603712908
43,2023-08-30,SPY,BUY,0.20795308763145925,439.31683349609375,0.019311223832954975,-35.893768370751445,-35.685815283119986,-4.03859401502144
44,2023-08-30,QQQ,BUY,0.30695962711347136,372.1765441894531,0.02438343278052234,-42.43045245922,-42.12349283210653,-7.7984293445486035
45,2023-08-31,SPY,SELL,-0.04268855062893806,438.6738586425781,0.003958712997995753,-35.685815283119986,-35.728503833748924,0.0
46,2023-08-31,QQQ,BUY,0.1372233886350358,373.2925109863281,0.010931009605100236,-42.12349283210653,-41.98626944347149,-3.6393505865322218
