trade_id,timestamp,symbol,side,delta_qty,price,fee,before_qty,after_qty,realized_pnl
1,2023-08-01,SPY,SELL,-0.13417700661327103,444.64501953125,0.012603112578306867,-35.50552154589409,-35.63969855250736,0.0
2,2023-08-01,QQQ,SELL,-0.1351179506563298,378.0328674316406,0.010891395018901509,-41.78454993718519,-41.91966788784152,0.0
3,2023-08-02,SPY,SELL,-0.729540704611658,438.45965576171875,0.06762253676469616,-35.63969855250736,-36.36923925711902,0.0
4,2023-08-02,QQQ,SELL,-1.2094224286502993,369.7372741699219,0.0954808225610772,-41.91966788784152,-43.12909031649182,0.0
5,2023-08-03,SPY,SELL,-0.13298824681194077,437.20306396484375,0.012293515029558378,-36.36923925711902,-36.50222750393096,0.0
6,2023-08-03,QQQ,SELL,-0.10296186867812196,369.14471435546875,0.008116375263928733,-43.12909031649182,-43.23205218516994,0.0
7,2023-08-04,SPY,SELL,-0.22490038758846964,435.2256774902344,0.020700986649143948,-36.50222750393096,-36.72712789151943,0.0
8,2023-08-04,QQQ,SELL,-0.27331382119272263,367.4164123535156,0.021450565831815697,-43.23205218516994,-43.505366006362664,0.0
9,2023-08-07,SPY,BUY,0.42738685097609874,439.0246276855469,0.039663604880376506,-36.72712789151943,-36.29974104054333,-17.623104130800552
10,2023-08-07,QQQ,BUY,0.49511336061795674,370.5273132324219,0.03916617145413912,-43.505366006362664,-43.01025264574471,-30.599990622446573
11,2023-08-08,SPY,SELL,-0.24051282300751353,437.1153869628906,0.022228935254730867,-36.29974104054333,-36.540253863550845,0.0
12,2023-08-08,QQQ,SELL,-0.46635770817396605,367.3769226074219,0.03659760047351018,-43.01025264574471,-43.47661035391867,0.0
13,2023-08-09,SPY,SELL,-0.3597093586081428,434.1932373046875,0.033035220973613166,-36.540253863550845,-36.89996322215899,0.0
14,2023-08-09,QQQ,SELL,-0.6193010513895132,363.3377380371094,0.04809959389212144,-43.47661035391867,-44.095911405308186,0.0
15,2023-08-10,SPY,BUY,0.027516002198652245,434.3490295410156,0.0025278897813598724,-36.89996322215899,-36.872447219960335,-0.9891387396358333
16,2023-08-10,QQQ,BUY,0.09838294701232542,364.00933837890625,0.007654377025006341,-44.095911405308186,-43.99752845829586,-5.302711657939556
17,2023-08-11,SPY,SELL,-0.06643421315909848,434.0957946777344,0.006099933576813263,-36.872447219960335,-36.938881433119434,0.0
18,2023-08-11,QQQ,SELL,-0.33622933572531366,361.68853759765625,0.02600320602581059,-43.99752845829586,-44.333757794021174,0.0
19,2023-08-14,SPY,BUY,0.31042747065976783,436.49200439453125,0.028651959130780162,-36.938881433119434,-36.628453962459666,-11.804483282472948
20,2023-08-14,QQQ,BUY,0.6204682085911415,365.7474060058594,0.04848926860321821,-44.333757794021174,-43.71328958543003,-34.27812939481286
21,2023-08-15,SPY,SELL,-0.5760461748917862,431.4073791503906,0.05258234499039354,-36.628453962459666,-37.20450013735145,0.0
22,2023-08-15,QQQ,SELL,-0.64090030319025,361.8663024902344,0.04958854611201644,-43.71328958543003,-44.35418988862028,0.0
23,2023-08-16,SPY,SELL,-0.39257511526224675,428.2416076660156,0.03558627527422642,-37.20450013735145,-37.5970752526137,0.0
24,2023-08-16,QQQ,SELL,-0.6152893946668101,358.0345153808594,0.04713541502103678,-44.35418988862028,-44.96947928328709,0.0
25,2023-08-17,SPY,SELL,-43.8500690627858,424.97845458984375,3.9463172621060547,-37.5970752526137,-81.4471443153995,0.0
26,2023-08-17,QQQ,SELL,-52.769838408115724,354.1236267089844,4.001258503626379,-44.96947928328709,-97.73931769140282,0.0
27,2023-08-18,SPY,BUY,0.022588186019575573,425.1830139160156,0.002033763532237628,-81.4471443153995,-81.42455612937992,-0.2725670952123445
28,2023-08-18,QQQ,SELL,-0.14691804615949877,353.6793212890625,0.01112696520095883,-97.73931769140282,-97.88623573756232,0.0
29,2023-08-21,SPY,BUY,1.2125089422859077,427.9493713378906,0.10984103262999452,-81.42455612937992,-80.21204718709402,-17.98533452147209
30,2023-08-21,QQQ,BUY,2.3692874476012946,359.37762451171875,0.1821402161788838,-97.88623573756232,-95.51694828996102,-58.42587329576861
31,2023-08-22,SPY,SELL,-0.34239221431560907,426.79022216796875,0.03093789091484636,-80.21204718709402,-80.55443940140962,0.0
32,2023-08-22,QQQ,SELL,-0.28488284931266605,358.86407470703125,0.021871258270261835,-95.51694828996102,-95.80183113927369,0.0
33,2023-08-23,SPY,BUY,43.751589248205114,431.543701171875,3.9949024975054352,-80.55443940140962,-36.80285015320451,-803.6889300891396
34,2023-08-23,QQQ,BUY,52.23436005519266,364.5228576660156,4.069295439410845,-95.80183113927369,-43.56747108408103,-1553.090069608755
35,2023-08-24,SPY,SELL,-43.654718554748165,425.56292724609375,3.933839556026339,-36.80285015320451,-80.45756870795267,0.0
36,2023-08-24,QQQ,SELL,-52.41041531400702,356.73095703125,4.0013355992442365,-43.56747108408103,-95.97788639808805,0.0
37,2023-08-25,SPY,BUY,1.0136141231791242,428.56304931640625,0.09194758250785981,-80.45756870795267,-79.44395458477355,-8.784896040066148
38,2023-08-25,QQQ,BUY,1.2711220454300758,359.4960632324219,0.09774828447116157,-95.97788639808805,-94.70676435265797,-16.17494233124954
39,2023-08-28,SPY,BUY,42.79539936748935,431.2807312011719,3.905343223088842,-79.44395458477355,-36.6485552172842,-487.2078886549826
40,2023-08-28,QQQ,BUY,51.07053436420928,362.2020568847656,3.954923190405188,-94.70676435265797,-43.63622998844869,-788.0656485088856
41,2023-08-29,SPY,BUY,0.7547923818107947,437.5147705078125,0.06982052505085298,-36.6485552172842,-35.8937628354734,-13.298403879906747
42,2023-08-29,QQQ,BUY,1.2057805737925165,370.11248779296875,0.09528379244871892,-43.63622998844869,-42.430449414656174,-28.14455500811169
43,2023-08-30,SPY,BUY,0.20795305815563125,439.31683349609375,0.019311221095730347,-35.8937628354734,-35.68580977731777,-4.0385914454044105
44,2023-08-30,QQQ,BUY,0.30695962756750816,372.176513671875,0.024383430943056013,-42.430449414656174,-42.123489787088666,-7.798426910392529
45,2023-08-31,SPY,SELL,-0.04268321532092756,438.6739196777344,0.003958218750460641,-35.68580977731777,-35.7284929926387,0.0
46,2023-08-31,QQQ,BUY,0.13722037654711272,373.2924499511719,0.010930767991634371,-42.123489787088666,-41.98626941054155,-3.639265420938191
47,2023-09-01,SPY,BUY,0.07156268139918609,439.4921569824219,0.006648060848510757,-35.7284929926387,-35.65693031123951,-1.400737758682668
48,2023-09-01,QQQ,SELL,-0.03852058416649129,372.89752197265625,0.0030654489969572044,-41.98626941054155,-42.024789994708044,0.0
