trade_id,timestamp,symbol,side,delta_qty,price,fee,before_qty,after_qty,realized_pnl
1,2023-08-01,SPY,SELL,-0.13417607684682764,444.6449279785156,0.01260302278943363,-35.50553379924534,-35.63970987609217,0.0
2,2023-08-01,QQQ,SELL,-0.13511006584892016,378.0328674316406,0.010890759451593615,-41.78456250962312,-41.91967257547204,0.0
3,2023-08-02,SPY,SELL,-0.7295321640471712,438.45965576171875,0.06762174512328076,-35.63970987609217,-36.36924204013934,0.0
4,2023-08-02,QQQ,SELL,-1.209421041689609,369.7372741699219,0.09548071306406075,-41.91967257547204,-43.12909361716165,0.0
5,2023-08-03,SPY,SELL,-0.13299177637497905,437.2030334472656,0.012293840492811143,-36.36924204013934,-36.50223381651432,0.0
6,2023-08-03,QQQ,SELL,-0.10296660063538354,369.1446838378906,0.00811674765065912,-43.12909361716165,-43.232060217797034,0.0
7,2023-08-04,SPY,SELL,-0.22489031183086183,435.2257385253906,0.020700061969912757,-36.50223381651432,-36.72712412834518,0.0
8,2023-08-04,QQQ,SELL,-0.27330381886367405,367.41644287109375,0.02144978248431374,-43.232060217797034,-43.50536403666071,0.0
9,2023-08-07,SPY,BUY,0.42737486998124297,439.0245666503906,0.03966248776806266,-36.72712412834518,-36.29974925836394,-17.622584333866282
10,2023-08-07,QQQ,BUY,0.495111175300309,370.52734375,0.03916600160549436,-43.50536403666071,-43.0102528613604,-30.59986197802829
11,2023-08-08,SPY,SELL,-0.24050743586041534,437.1153869628906,0.02222843735801769,-36.29974925836394,-36.540256694224354,0.0
12,2023-08-08,QQQ,SELL,-0.46636086081034733,367.3769226074219,0.03659784787786246,-43.0102528613604,-43.47661372217075,0.0
13,2023-08-09,SPY,SELL,-0.3597124295625065,434.1932067871094,0.03303550081039791,-36.540256694224354,-36.89996912378686,0.0
14,2023-08-09,QQQ,SELL,-0.619301636209471,363.3377380371094,0.04809963931365335,-43.47661372217075,-44.09591535838022,0.0
15,2023-08-10,SPY,BUY,0.027518510018332165,434.3490295410156,0.0025281201742671194,-36.89996912378686,-36.87245061376853,-0.9892289958395246
16,2023-08-10,QQQ,BUY,0.09837916194434371,364.0093078613281,0.007654081939189331,-44.09591535838022,-43.997536196435874,-5.302502489173756
17,2023-08-11,SPY,SELL,-0.06643727324277648,434.09576416015625,0.006100214145621914,-36.87245061376853,-36.938887887011305,0.0
18,2023-08-11,QQQ,SELL,-0.3362299673058686,361.6885070800781,0.026003252818617963,-43.997536196435874,-44.33376616374174,0.0
19,2023-08-14,SPY,BUY,0.31043520075341036,436.4920349121094,0.028652674500808106,-36.938887887011305,-36.628452686257894,-11.804786997695059
20,2023-08-14,QQQ,BUY,0.6204823402459567,365.7474670410156,0.048490380558957845,-44.33376616374174,-43.713283823495786,-34.27893421449162
21,2023-08-15,SPY,SELL,-0.5760497330715282,431.4073791503906,0.052582669786291655,-36.628452686257894,-37.20450241932942,0.0
22,2023-08-15,QQQ,SELL,-0.6409050449213822,361.8663330078125,0.049588916906988495,-43.713283823495786,-44.35418886841717,0.0
23,2023-08-16,SPY,SELL,-0.3925756863406775,428.2416076660156,0.035586327041527636,-37.20450241932942,-37.5970781056701,0.0
24,2023-08-16,QQQ,SELL,-0.615293827357668,358.0345153808594,0.04713575459575571,-44.35418886841717,-44.969482695774836,0.0
25,2023-08-17,SPY,SELL,-43.8500687571101,424.97845458984375,3.946317234596559,-37.5970781056701,-81.4471468627802,0.0
26,2023-08-17,QQQ,SELL,-52.76981278387219,354.12371826171875,4.001257526919281,-44.969482695774836,-97.73929547964703,0.0
27,2023-08-18,SPY,BUY,0.022569636175290952,425.1829833984375,0.0020320932295219566,-81.4471468627802,-81.42457722660491,-0.272342554170643
